cust_no,prev_count_C,prev_count_D,prev_count_N,prev_count_P,prev_count_A,prev_count_C_neg,prev_count_D_neg,prev_count_N_neg,prev_count_P_neg,prev_count_A_neg,event_level_B,event_level_A,event_level_C,event_term,event_rate,event_amt,prod_id,prod_cat,is_success,A,B,D,event_type,event_level
D79D3C5943A9FB5654FD83E6108B6D66,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,60.0,0.0,0.0,C0001,C,0,0,0,1,D,A
0C805133E1CB77277B5B2252A2B2A74A,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,60.0,0.0,0.0,C0001,C,0,0,0,1,D,A
6AD278E3C32827D15304229C19B7A0E7,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,60.0,0.0,0.0,C0001,C,0,0,0,1,D,A
2CE8CB8496CA7A5CE88BCC27DDF51065,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,60.0,0.0,0.0,C0001,C,0,0,0,1,D,A
8504D504D308622F80031BC6423EFFDE,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,60.0,0.0,0.0,C0001,C,0,0,0,1,D,A
7B38B90CF6245DB37A3B548465D164A8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,60.0,0.0,0.0,C0001,C,0,0,0,1,D,A
F1ACD7E45039DCAEFC949601212EE196,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,60.0,0.0,0.0,C0001,C,0,0,0,1,D,A
DC80B81AFA9AF04457A1926701192A6A,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,60.0,0.0,0.0,C0001,C,0,0,0,1,D,A
BE5DBD7F1C1126E35C27D3304929A517,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,60.0,0.0,0.0,C0001,C,0,0,0,1,D,A
68937549C4AF3E4F645F9AB642D803C4,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,60.0,0.0,0.0,C0001,C,0,0,0,1,D,A
D420FF357E0573C168578E7BB47AE952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,60.0,0.0,0.0,C0001,C,0,0,0,1,D,A
A24829A085F0E9A472F7E1C479F1CA1F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,60.0,0.0,0.0,C0001,C,0,0,0,1,D,A
D8474A8DAD7576CB8DA3A260FEE61072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,60.0,0.0,0.0,C0001,C,0,0,0,1,D,A
C33115604A5B4373E7C18B26253F85DA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,60.0,0.0,0.0,C0001,C,0,0,0,1,D,A
27F64489D3327749E3EA14B00BD9BFB6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,60.0,0.0,0.0,C0001,C,0,0,0,1,D,A
FCBFE42F2C355155BE7EB0DFDB9C454B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,60.0,0.0,0.0,C0001,C,0,0,0,1,D,A
2DBD76B1D8C711720E37632F6330DD6B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,60.0,0.0,0.0,C0001,C,0,0,0,1,D,A
6F11F61EEFF4638E2BDCF794D0EEB198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,60.0,0.0,0.0,C0001,C,0,0,0,1,D,A
698F14537B10241F97E20605E8C0D021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,60.0,0.0,0.0,C0001,C,0,0,0,1,D,A
2D4F61BCFDBC48802DA21186777D631E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,60.0,0.0,0.0,C0001,C,0,0,0,1,D,A
1DA6FDF65D08E14171D41734F35EDADA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,60.0,0.0,0.0,C0001,C,0,0,0,1,D,A
D6713A4853539807FCC6B37D84CC820E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,60.0,0.0,0.0,C0001,C,0,0,0,1,D,A
E8E69AE9DB7C82C3C25DA5355856CBA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,60.0,0.0,0.0,C0001,C,0,0,0,1,D,A
88FD148163E5EE1478F7DE87387B3CC6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,60.0,0.0,0.0,C0001,C,0,0,0,1,D,A
F4452C833961F5C5C0A672B222A6703D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,60.0,0.0,0.0,C0001,C,0,0,0,1,D,A
180FE084C0299B795596D2E116F00822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,360.0,11.0,500.0,C0002,C,0,0,0,1,D,A
83F8C3A0BE194C1547B072B989EE7746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,348.0,13.0,405.0,C0002,C,0,0,0,1,D,A
40F7FC5918528994BF08416B6E9536A4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,300.0,12.0,375.0,C0002,C,0,0,0,1,D,A
FB12B02F6F0AB50E092AB2929937574C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,240.0,10.0,250.0,C0002,C,0,0,0,1,D,A
23870587F134C6D36F654CFABAEAA198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,288.0,10.0,290.0,C0002,C,0,0,0,1,D,A
B2D184F6943C211C1DE7C85E1AEF1C94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,360.0,11.0,415.0,C0002,C,0,0,0,1,D,A
52FB6BDB958477968056E2E200F2E3A7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,240.0,11.0,250.0,C0002,C,0,0,0,1,D,A
D4C7332AABA967642AC093ED100D4B7A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,360.0,11.0,510.0,C0002,C,0,0,0,1,D,A
E2B7853EBC88F95FEC8403173C01A9DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,362.0,12.0,430.0,C0002,C,0,0,0,1,D,A
A6D7B60DB3BA0BDBC55414D63885C863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,348.0,12.0,500.0,C0002,C,0,0,0,1,D,A
25E067646D97710F383ACCD9877051DF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,252.0,12.0,353.0,C0002,C,0,0,0,1,D,A
41E116E99D67B73DB90C41EB4C2338FD,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,1,0,216.0,11.0,250.0,C0002,C,0,0,0,1,D,A
12384EC751DEA9D51E5FF1DB554267ED,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,360.0,11.0,400.0,C0002,C,0,0,0,1,D,A
93DE7C9DB56814F0EE53984CE30BE498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,240.0,12.0,240.0,C0002,C,0,0,0,1,D,A
19329355C481827D56C57E1C364CF73D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,360.0,12.0,400.0,C0002,C,0,0,0,1,D,A
FDD4524CEAED6BB270A97E19A06AFCED,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,360.0,11.0,345.0,C0002,C,0,0,0,1,D,A
581A50DE87435FD856245E41A73798A9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,258.0,12.0,385.0,C0002,C,0,0,0,1,D,A
4238E8FAA8458685A9A70EFD08BFF524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,180.0,12.0,175.0,C0002,C,0,0,0,1,D,A
DAFAD8EFC37D4E233C7C72CAAB7163BB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,360.0,11.0,350.0,C0002,C,0,0,0,1,D,A
5F7AD24100AD69AAB9B60ABBC8B71A5A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,240.0,11.0,400.0,C0002,C,0,0,0,1,D,A
3BCE6D21741A3799C482AEA054E8B154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,240.0,10.0,218.0,C0002,C,0,0,0,1,D,A
F004417C2D3DB71B5B54A063EF729AFA,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,348.0,10.0,350.0,C0002,C,0,0,0,1,D,A
4930FE89C29684209A685B3181DADCA3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,179.0,11.0,235.0,C0002,C,0,0,0,1,D,A
255DD8D9600D92CE18E77A7753381C07,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,300.0,10.0,375.0,C0002,C,0,0,0,1,D,A
46BC1E18A24ACE0723A80B959107919E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,360.0,10.0,750.0,C0002,C,0,0,0,1,D,A
9B3B322696F6D6655236586DFC6DFC7D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,360.0,12.0,350.0,C0002,C,0,0,0,1,D,A
548899E9FF3BD7189B23875EE06BE7EE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,360.0,11.0,425.0,C0002,C,0,0,0,1,D,A
131BB4DFAC8B66279C30787FC39F21C4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,336.0,10.0,425.0,C0002,C,0,0,0,1,D,A
E4DF00FB63591C7A65ABCA9CBF5E9AFB,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,180.0,10.0,330.0,C0002,C,0,0,0,1,D,A
D83392F8811A95F2F103D4D34FDAF235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,240.0,14.0,265.0,C0002,C,0,0,0,1,D,A
F58688F569A8B42AF0F10C6E84C6E135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,168.0,12.0,225.0,C0002,C,0,0,0,1,D,A
03B44B20BCBFE138CD8A77FB3D0B0CA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,240.0,10.0,585.0,C0002,C,0,0,0,1,D,A
D4D32E8918895A2C3CE4CA6BE5D2BFD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,277.0,12.0,500.0,C0002,C,0,0,0,1,D,A
3D7716D202510A3228FD438ABCAE31DE,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,360.0,10.0,500.0,C0002,C,0,0,0,1,D,A
DB2D055F5269C24C16296AB18B6E6F1E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,240.0,13.0,265.0,C0002,C,0,0,0,1,D,A
2BD079A8BC006777A43F5313D1298698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,334.0,13.0,875.0,C0002,C,0,0,0,1,D,A
B4944791A23BD026F90E10CD23CFD295,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,180.0,11.0,325.0,C0002,C,0,0,0,1,D,A
056F90BBA4D5E17234684D285588E4B5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,276.0,12.0,460.0,C0002,C,0,0,0,1,D,A
6677ADE4038E5F46208263E76BA75EBA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,360.0,15.0,595.0,C0002,C,0,0,0,1,D,A
9E816808DB0B5E9F98CF786B765FB958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,288.0,13.0,875.0,C0002,C,0,0,0,1,D,A
D63FEEB0AD873538DDBB908B61BFE897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,354.0,13.0,315.0,C0002,C,0,0,0,1,D,A
C88ECF6DDD6C3ABC70162B4B2A10CF71,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,360.0,10.0,575.0,C0002,C,0,0,0,1,D,A
BC5119E992D85363F24602FE67D0230A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,242.0,13.0,208.0,C0002,C,0,0,0,1,D,A
BDBFF56EB35DB65D425C2F8CE288C450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,240.0,10.0,200.0,C0002,C,0,0,0,1,D,A
D0578C7879AD42FB5DDB96F660219EB1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,182.0,13.0,660.0,C0002,C,0,0,0,1,D,A
9025CD97E7BDF94997EF87AB59257E38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,360.0,10.0,650.0,C0002,C,0,0,0,1,D,A
ECEF41D1BBD9F3B686354C129EB76885,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,360.0,10.0,300.0,C0002,C,0,0,0,1,D,A
5E46E2F21E90847C13D050D2660CB2CB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,231.0,12.0,1055.0,C0002,C,0,0,0,1,D,A
243DE826F26951B19394620CA84112FB,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,264.0,10.0,425.0,C0002,C,0,0,0,1,D,A
5DA1726F894DD1625C9BDCBEC15F6D3A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,183.0,11.0,415.0,C0002,C,0,0,0,1,D,A
AF8FE3C88EE438EC70369C22E7C0A33C,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,360.0,10.0,290.0,C0002,C,0,0,0,1,D,A
490723A913E102C469AF6389ABDBFE28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,120.0,13.0,535.0,C0002,C,0,0,0,1,D,A
49488B9C6B3D9B0A7205B4FF208C5D0E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,240.0,12.0,189.0,C0002,C,0,0,0,1,D,A
572784FE12891A2B2914FCE224E732D7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,120.0,12.0,254.0,C0002,C,0,0,0,1,D,A
5B753B8A2839ACE26030AF46289650A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,165.0,16.0,610.0,C0002,C,0,0,0,1,D,A
96CAEAE0AA5BAA54DDBE9CE818ABD05C,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,360.0,10.0,285.0,C0002,C,0,0,0,1,D,A
6E3C579407B09C5797C71302CCD880DE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,124.0,13.0,300.0,C0002,C,0,0,0,1,D,A
DB1C70503A93A05F0AFF3668BA97AD58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,120.0,12.0,124.0,C0002,C,0,0,0,1,D,A
611354B596CFB92E34FDE68E669C98C6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,120.0,14.0,525.0,C0002,C,0,0,0,1,D,A
DB1C70503A93A05F0AFF3668BA97AD58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,120.0,12.0,124.0,C0002,C,0,0,0,1,D,A
EF2CCE2490C4E8A72B5429FAB72B809D,4.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0,1,0,1.0,12.0,20.0,C0003,C,0,0,0,1,D,A
19E1EDAEA182B4BEAD99768B9D4C3596,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1,0,0,1.0,11.0,30.0,C0003,C,0,0,0,1,D,A
0B1CFF9E656489F08AC74F8CA9639FE2,7.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1,0,0,2.0,10.0,10.0,C0003,C,0,0,0,1,D,A
19E1EDAEA182B4BEAD99768B9D4C3596,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,2.0,11.0,25.0,C0003,C,0,0,0,1,D,A
EF2CCE2490C4E8A72B5429FAB72B809D,5.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0,1,0,1.0,12.0,25.0,C0003,C,0,0,0,1,D,A
08F19D18F605D933421FE886529C83B2,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1,0,0,1.0,12.0,25.0,C0003,C,0,0,0,1,D,A
62C3A4E8E86F7EB1FB3DA31DD401E935,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1,0,0,3.0,10.0,10.0,C0003,C,0,0,0,1,D,A
2D21C9A1C2DCB222F9C74E06B0981672,9.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0,1,0,1.0,12.0,20.0,C0003,C,0,0,0,1,D,A
F3847D47E410DD751FCD02F6D595D806,8.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0,1,0,2.0,10.0,23.0,C0003,C,0,0,0,1,D,A
8A394CCAB79AC7C74BFFE727442D2253,8.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1,0,0,1.0,12.0,5.0,C0003,C,0,0,0,1,D,A
89BB3DA0DE129B8218023327A0B4CB21,7.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1,0,0,1.0,12.0,10.0,C0003,C,0,0,0,1,D,A
8A394CCAB79AC7C74BFFE727442D2253,9.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1,0,0,1.0,12.0,5.0,C0003,C,0,0,0,1,D,A
EC96A908C2145A2E71FFD2114A6DA182,5.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1,0,0,10.0,12.0,10.0,C0003,C,0,0,0,1,D,A
8A394CCAB79AC7C74BFFE727442D2253,12.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0,1,0,1.0,12.0,25.0,C0003,C,0,0,0,1,D,A
BDB257C72DDB19BA0502B4E06060CD10,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,3.0,10.0,26.0,C0003,C,0,0,0,1,D,A
A4DBED79F6FE800C1E47B6AF738B00FE,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1,0,0,5.0,10.0,30.0,C0003,C,0,0,0,1,D,A
8A394CCAB79AC7C74BFFE727442D2253,6.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1,0,0,1.0,12.0,5.0,C0003,C,0,0,0,1,D,A
A4DBED79F6FE800C1E47B6AF738B00FE,5.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0,1,0,2.0,10.0,25.0,C0003,C,0,0,0,1,D,A
5EAE2CF397C7B2266B7022ECFDF5D707,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0,0,1,3.0,10.0,18.0,C0003,C,0,0,0,1,D,A
78F25E5A0AB1570730BD6066432D96C3,16.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1,0,0,1.0,10.0,10.0,C0003,C,0,0,0,1,D,A
8A394CCAB79AC7C74BFFE727442D2253,13.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1,0,0,1.0,12.0,5.0,C0003,C,0,0,0,1,D,A
89BB3DA0DE129B8218023327A0B4CB21,12.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,1,0,0,2.0,12.0,5.0,C0003,C,0,0,0,1,D,A
62C3A4E8E86F7EB1FB3DA31DD401E935,7.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,0,1,1.0,12.0,3.0,C0003,C,0,0,0,1,D,A
F3847D47E410DD751FCD02F6D595D806,10.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1,0,0,2.0,10.0,30.0,C0003,C,0,0,0,1,D,A
89BB3DA0DE129B8218023327A0B4CB21,7.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0,1,0,3.0,12.0,5.0,C0003,C,0,0,0,1,D,A
78F25E5A0AB1570730BD6066432D96C3,13.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,1,0,2.0,10.0,25.0,C0003,C,0,0,0,1,D,A
78F25E5A0AB1570730BD6066432D96C3,14.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,1,0,1.0,10.0,5.0,C0003,C,0,0,0,1,D,A
0DB66B75570741CA80E17F73C23A5195,8.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,1,0,1.0,10.0,20.0,C0003,C,0,0,0,1,D,A
FE5CBE35B1FC14D9C9B339741285C374,4.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0,0,1,6.0,12.0,20.0,C0003,C,0,0,0,1,D,A
C45FF2E2522D82B27E1582607FB710B3,6.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,1,0,0,1.0,12.0,5.0,C0003,C,0,0,0,1,D,A
AC1FA08215FFACC3EACF3258DEAC68B7,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,1,0,1.0,9.0,30.0,C0003,C,0,0,0,1,D,A
6BCE238E4C43430010770D7342547ECD,7.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1,0,0,1.0,10.0,23.0,C0003,C,0,0,0,1,D,A
2D21C9A1C2DCB222F9C74E06B0981672,17.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0,1,0,2.0,12.0,8.0,C0003,C,0,0,0,1,D,A
C45FF2E2522D82B27E1582607FB710B3,7.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0,1,0,1.0,12.0,15.0,C0003,C,0,0,0,1,D,A
5788BE437094C47D30FBE7994CE73176,3.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0,0,1,1.0,12.0,10.0,C0003,C,0,0,0,1,D,A
B74E451871DE1FEF7687C83163725F13,4.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0,1,0,6.0,12.0,25.0,C0003,C,0,0,0,1,D,A
78F25E5A0AB1570730BD6066432D96C3,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0,1,0,3.0,10.0,15.0,C0003,C,0,0,0,1,D,A
BDB257C72DDB19BA0502B4E06060CD10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,3.0,10.0,26.0,C0003,C,0,0,0,1,D,A
5EAE2CF397C7B2266B7022ECFDF5D707,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,1,0,1.0,10.0,40.0,C0003,C,0,0,0,1,D,A
EC96A908C2145A2E71FFD2114A6DA182,5.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0,0,1,3.0,12.0,3.0,C0003,C,0,0,0,1,D,A
6BCE238E4C43430010770D7342547ECD,6.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,1,0,1.0,10.0,23.0,C0003,C,0,0,0,1,D,A
58A0D8899154234196A8BB23C0AAC2D2,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0,0,1,1.0,12.0,18.0,C0003,C,0,0,0,1,D,A
C45FF2E2522D82B27E1582607FB710B3,5.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0,1,0,1.0,12.0,5.0,C0003,C,0,0,0,1,D,A
D2F86AF02BFD5FFE90D9770BC9D43095,4.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0,0,1,1.0,12.0,10.0,C0003,C,0,0,0,1,D,A
58A0D8899154234196A8BB23C0AAC2D2,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0,0,1,1.0,12.0,15.0,C0003,C,0,0,0,1,D,A
0DB66B75570741CA80E17F73C23A5195,10.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1,0,0,1.0,10.0,20.0,C0003,C,0,0,0,1,D,A
2D21C9A1C2DCB222F9C74E06B0981672,12.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0,1,0,11.0,12.0,5.0,C0003,C,0,0,0,1,D,A
EF2CCE2490C4E8A72B5429FAB72B809D,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,1.0,12.0,25.0,C0003,C,0,0,0,1,D,A
89BB3DA0DE129B8218023327A0B4CB21,9.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0,0,1,1.0,12.0,30.0,C0003,C,0,0,0,1,D,A
DA40584ED202DC6F3A9B915147CEFA44,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0,1,0,3.0,9.0,50.0,C0003,C,0,0,0,1,D,A
CD9E6811808C20AE11D6A34D7AF4E8F1,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0,1,0,5.0,12.0,30.0,C0003,C,0,0,0,1,D,A
F2C87A730024F927919E61E4F939DE6B,4.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,1,0,1.0,9.0,5.0,C0003,C,0,0,0,1,D,A
216D2A593077D3A9920859E23F88A224,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,7.0,10.0,95.0,C0003,C,0,0,0,1,D,A
B14CDFE87AC1E958B1D64F0869782D90,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0,0,1,2.0,12.0,10.0,C0003,C,0,0,0,1,D,A
0BAF265EB8D65912B962FF0040CBF72E,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,1,0,3.0,10.0,25.0,C0003,C,0,0,0,1,D,A
