cust_no,recommended_products
3801F95CEAA93946F25F62A4C95FF4DE,"D0003,D0011,C0036,C0023,C0024"
3814FE669E9F52D0B3B6FE2802FD443F,"D0005,C0007,C0039,C0040,A0019"
3827FA92E6865A55A0BA34CE2902D5D6,"C0038,C0045,C0042,C0013,D0008"
3837EEBE33EB1BCCA1BE187E2581A97A,"D0007,C0041,C0021,C0035,C0020"
3844177F6A7FF988D36794421D8E0909,"D0001,D0007,D0010,C0036,C0030"
384D352DBAB94598448A31D1F397A6A8,"C0039,D0010,C0003,C0008,A0009"
385B37B05BC40A77D231AC0B5BED1503,"D0003,C0035,C0037,C0016,C0045"
38642F85D476E576CC2DD50DA3E62BE6,"D0006,C0007,C0034,C0030,C0036"
3879399A9A7994F60B2E169210A68E08,"D0003,D0004,D0006,D0005,D0002"
38796A2264CF3FD53DB93696FAD61967,"D0003,C0028,C0021,C0016,A0009"
387A36C7B13B8F9C2F87141EF4F5EC5F,"D0005,C0036,C0013,A0008,C0005"
388BB10BD95FC743A44E1526FD11C3B4,"C0023,C0039,C0027,C0018,C0042"
38999BED176A33020289C662E63760DF,"D0006,C0012,C0027,C0003,C0010"
389CE23B39923AB4C354FF8BDB13FB85,"D0004,D0002,C0028,C0039,C0008"
38A01F32020154DFAD1C9319B469EFCD,"C0012,C0008,C0027,C0040,C0015"
38A0F4073353DF53CA8C6B173EDED3AA,"D0010,C0022,C0015,C0031,D0014"
38A497E7D8D426DAA58FA9959DCB2B30,"C0014,C0039,C0029,C0032,C0027"
38B036ECEF7A247C09EB02358D2469F4,"D0003,C0012,D0010,C0037,C0035"
38DD1D4E36845774129EC3071546595A,"C0033,C0017,C0045,D0007,D0009"
38E362483D72EAD83BA1056FCF16B4CB,"D0008,C0017,C0019,C0016,D0013"
38E67FE0AF3308A4E6A58DCEB65A47F9,"C0038,D0013,D0009,A0008,C0002"
390182B1C5B8F1E9BBB31BE7A926B18C,"C0018,C0042,C0013,C0028,C0045"
39029D0B29C8E48E5EA99D1B63680192,"C0011,D0009,D0014,C0027,C0034"
3915FB864D73894EB60DA4D221E59716,"C0034,C0016,C0033,C0026,C0037"
392D6CAB6F2D5B79AEA2A0E585C2DC8D,"C0042,C0035,C0013,C0037,C0019"
394275BA4A7CD2BC51A126CFB154082D,"D0011,D0004,C0007,D0002,C0012"
3972606A6C78F130BB4D6B27A6559460,"D0004,D0006,D0007,C0007,C0018"
3988D6CF462A84EC81DA54FC13EA2F41,"D0007,D0006,C0042,C0027,D0013"
3993418C6DDF2D51DF3620BD6682EFC9,"D0010,D0008,C0028,C0037,C0003"
39A2E57DEA140141B57C7600226CB059,"C0012,C0042,C0030,D0008,D0010"
39B0DEAA64451AEE3206738810EE673F,"D0004,C0037,C0031,C0032,C0008"
39CDAF670855E58524FB74983F68EF0B,"D0006,C0018,C0015,C0029,C0034"
39D085134DDD164A3F62EF0A37C05179,"C0045,C0029,C0015,C0021,C0042"
39DA7FC022A76880307CAE7B6AC41A52,"D0006,C0026,C0025,C0038,D0009"
39E11A1A507BCBBBECCF5FC8CF2234A1,"D0003,D0011,D0006,D0002,D0004"
39F0FBC62B9E1CC6E6071470F4802711,"D0001,D0007,D0002,C0019,C0015"
39FBBE86BDF5058AE95ECE4504460C44,"D0001,D0003,D0004,D0007,D0011"
3A0418B291BA1E6185CCA94039C265B9,"D0004,D0011,C0032,C0015,C0003"
3A22395B70BEB6B4CCD77CB608EC76A9,"D0001,C0015,D0013,C0007,C0005"
3A4071B30806003F547A82977C9BE870,"D0011,D0001,D0003,D0004,D0002"
3A43C5CA7097C13EDE35DFAA36AF5A46,"D0007,C0017,C0026,C0030,C0005"
3A48655C1CD0C9186E71FDD380A45DDC,"D0004,D0012,D0009,C0020,C0037"
3A5040688C429BD173698A31747FFB64,"D0003,C0024,C0013,C0031,T0001"
3A64AF7664864BCB40425D82F442CB5A,"C0031,C0042,C0035,C0023,A0007"
3A6E8E361D231BFFF81723F9641F2741,"D0002,C0042,C0029,D0013,A0006"
3A80E9FF3C4D264193D24C499339FE8C,"D0003,C0011,C0043,C0036,C0030"
3A8F53C2B1728670F663E538746DEC5D,"D0008,C0027,C0029,D0012,C0006"
3A9900DCAEB06F536DA273BB1D7F228D,"D0002,C0041,C0014,C0020,C0035"
3AA2D95A5349D0FC665D884E17A878A0,"D0008,C0014,C0020,C0043,D0012"
3ABFE45056225DDBDF484A71C3D05A3A,"D0001,D0005,C0024,C0029,C0025"
3AC6BDF6DB354E2CD37A46BC196BA02B,"D0004,D0011,C0038,C0015,T0001"
3AD38D99299C11B98923D1A2A94ECFB8,"C0039,C0022,C0019,C0015,A0006"
3AD94A6B6B4527E7F5C7C59688D5D599,"D0007,D0009,C0012,C0027,C0021"
3AEB204E471906AE28E507248EDD9715,"D0001,C0037,C0019,C0030,C0020"
3AEC09632C90D472EE4BCCF04225B91D,"D0010,D0009,C0012,D0012,C0007"
3AF08A041788943B984D2B7807174234,"C0044,C0034,C0022,C0027,C0025"
3AFEDA44638A043311CE1AAA4C892547,"C0012,C0021,C0022,C0042,C0013"
3B065C1BA5548212305CBCA907A63AF7,"D0007,D0006,C0044,C0041,C0018"
3B12177D53C1E2DD7138EF4CCC7414F4,"D0001,C0032,C0039,A0006,C0004"
3B1909971DD23AC6277C14351BCB19AF,"D0006,D0009,C0042,C0026,C0019"
3B1B2D6864F437843D3511FA1A97987C,"D0002,C0012,C0034,C0017,C0036"
3B1D67210BF200E980727397DFBF7EDA,"C0030,C0040,C0033,C0014,C0028"
3B2471843E4801D30933CDBC7A21FE7D,"D0003,D0011,C0015,A0008,C0008"
3B25C9F67832CAD7C235FFE2FAF3CBFC,"D0004,D0005,D0009,C0045,C0026"
3B2BD021C358480A4621292476608E6F,"D0001,D0012,D0005,D0007,D0010"
3B2C5DD009B568300535CD0DB5D34CF6,"D0004,D0007,C0017,C0020,C0026"
3B47781C37D14FD1FBDDFADE9475E014,"D0008,C0022,C0032,C0014,C0008"
3B4E63C716DF3CBB67866AF8BA525A0E,"D0001,D0006,C0011,C0026,C0021"
3B520703B441DD3140CE864F08F6E473,"D0009,C0015,C0013,C0002,C0003"
3B527BAFC60E5C170890F5A5A5775ECA,"D0007,C0011,C0008,C0028,A0037"
3B65CED3E84690E2C3403D7A38FABBE3,"D0007,D0013,C0038,C0022,C0041"
3B66A78FE9ED3EC87C43356B23DC54BE,"D0001,D0003,D0004,D0002,D0011"
3B735E1AA5EBF080624274C65AE0473A,"D0005,C0040,C0026,C0028,C0033"
3B90A61E44560AE10C8317A8802243CB,"D0006,C0014,C0002,A0035,A0019"
3BC3A98BCBACD72BEAD3BFC383DD50E1,"C0012,C0034,C0025,D0007,D0012"
3BC5F7691E53B93065AABAF2E3FE4F34,"D0006,C0011,C0016,C0031,C0034"
3BF0520961DD45EFBD23FAA0234E1AB8,"D0006,D0008,C0040,C0028,C0038"
3BF44C6B1D823240BA16A4F91844DE10,"C0011,C0038,C0037,C0042,C0026"
3C074C5A06670710B56E38A5DAC4DE8B,"D0003,D0004,D0005,D0007,D0009"
3C0A7F88EE20AE055DAFF1CFEF40B590,"C0026,C0015,C0042,D0013,C0001"
3C0DA878B7FC55CB869C4C980DBB1BD7,"D0004,D0005,C0036,C0028,C0031"
3C1A26B01398D7925209CBEE9F359967,"D0001,D0003,D0004,D0006,D0002"
3C2B62617C0AD4EAF9C729E83FF2E12A,"D0010,C0035,C0018,C0019,C0031"
3C2DE7C439EF78B3188EDA68C40B8CCB,"D0001,D0007,D0012,C0029,C0042"
3C44E59394C718662FD338965087B933,"D0004,C0022,C0018,D0012,A0008"
3C47BB784DA99B14F413A2795A335518,"D0005,C0039,C0027,C0026,C0043"
3C51778B108A90039A14FBEFFECFFC8E,"C0043,C0031,C0019,C0017,D0012"
3C5DC192CBC7FCD6EDEE99275B0C6F96,"D0004,C0024,D0014,D0010,C0005"
3C65787AA464FBD4FF509F5B0D3EBA4C,"D0011,D0006,C0034,C0025,C0015"
3C66E6BC4CCC378BD71C4D20831CA284,"C0012,C0025,C0019,C0036,C0020"
3C7A00BEAD39ED02897656E58EEC23E4,"D0001,C0012,C0026,C0044,C0005"
3C8BC1F3E490C1ADD144B09D7F0769AF,"C0041,C0030,D0013,C0001,A0036"
3CA49D2C4DB86C442874EDCEE98A5679,"D0004,D0006,C0007,C0032,C0035"
3CB0F2E402686CBC3DE477026894EBDA,"D0008,C0022,C0030,C0044,C0016"
3CB3135414DD4CB7FFEFCAAC662B8344,"C0022,C0039,C0033,C0028,C0016"
3CC10B2905C615EA8654BF459E07A1BD,"D0005,D0007,D0010,C0017,C0020"
3CC8209B27B1596CD77D97B6FDBE4D94,"D0004,C0039,C0045,C0037,C0035"
3D1E69B346039CDEB7356738396EC0AC,"D0001,D0009,C0016,C0024,C0029"
3D25AF2E4AFE17377DE82B6DC4C60F25,"C0027,C0044,C0045,D0010,D0009"
3D34EEACA997F04364F4AC7C078BDAE2,"C0011,C0016,C0030,A0040,A0033"
3D393EB4230D1BA9B704503F00342467,"D0003,C0044,C0041,C0008,T0001"
3D3F79E697EBB40EAB8F07A3A13FA757,"D0003,D0012,C0038,C0015,C0022"
3D4846126175DC80BB954C44D7ABC509,"D0011,C0011,C0020,C0033,C0007"
3D4E0D7CAB3DBB114A6501A6C04BA619,"C0043,C0015,C0029,C0001,A0036"
3D501281FAAF4541488AA06FB208F4CD,"C0011,D0007,C0012,C0041,C0024"
3D56242704A36DBD4F6756B59A4DD931,"C0038,C0034,C0031,C0030,C0032"
3D719561DDCECE5B0E7119C8085CFD00,"D0011,D0003,D0007,D0010,C0012"
3D726163BD37832137ECD5AFAA0FCE1F,"D0004,D0007,D0009,C0029,C0032"
3D794E8C98AC5797F0FC2D23F9163AD9,"D0005,D0011,C0015,C0029,D0012"
3D9F4A44F578CB5F4035D07FD452D091,"D0001,D0003,D0004,D0012,D0014"
3DC01F83797B92815DB25765A4C74922,"D0001,C0021,C0041,C0019,D0006"
3DF4C55C02FBDFCD656C2629A1510888,"D0008,C0045,C0025,C0027,C0013"
3DFBE1F50104BAFC712C13326D753B4A,"D0008,C0031,C0038,C0015,C0008"
3E09ABE5C15992ECA20A644B6E73059E,"D0001,D0004,D0007,D0011,C0011"
3E1E7D239B74BB2C9F791782F8CF7872,"D0001,C0036,C0043,C0006,A0038"
3E304730B07C58D3CE3A53B6E18BCC40,"D0003,C0021,C0027,C0029,C0030"
3E31FF584BD34FAEAC9A334B859079B4,"D0006,C0043,C0030,C0001,A0007"
3E3B9A6A18E981AB3DB7E767C8BCF9D6,"D0001,D0004,D0007,D0005,D0006"
3E4DD80D94780446412B49CB0EC5FB00,"D0007,C0011,C0040,C0035,C0021"
3E7E7D38D7F9E3B1BF74580E829AA341,"C0032,C0036,C0045,C0014,C0023"
3E91879DEB9D752B090769AEC067693B,"C0017,C0018,C0044,C0027,D0014"
3EC9302B7114357352C549DE35ADAB20,"D0005,D0011,D0008,C0043,C0006"
3ED3AE71EC553485BBF0CDCC949DFA92,"D0004,C0038,C0008,A0036,A0039"
3ED80F39E16EA91F44244EB1DACD29D5,"D0007,C0040,C0019,C0005,C0001"
3EE5CC6EF74CC9ACCFB6EDE43AA4BC84,"D0007,D0002,C0032,C0039,C0043"
3EF8C45660CBCB5ABBE3CDC80473DD24,"C0007,C0018,C0020,C0004,C0005"
3F11442BC8B1323B365362514AD7BA26,"C0007,C0013,C0038,C0040,C0024"
3F1152D506B69C9977FCA92C6CFB41E1,"D0004,D0005,C0007,C0012,C0031"
3F1ADBD9F11F78D03AD3AE3EA96ECFF9,"D0003,D0005,C0033,C0040,C0037"
3F63900F9DBC09C1D09FB29C1129ABC5,"C0025,C0024,C0029,C0006,C0009"
3F65A6B469248BCEDD78AF1BDCDF3055,"C0011,C0012,D0009,C0025,D0012"
3F6778BD234C83A7B60E72DBA818E480,"D0001,D0005,C0043,D0010,D0012"
3F6A03806718CDC5CC6B9EEF29F14908,"C0007,D0010,C0041,C0042,C0036"
3F88387D7085E7997253086AB03DCE37,"D0003,D0004,D0006,D0002,D0007"
3F91B5EF9DB09C249EB7453241341397,"C0017,C0039,D0012,C0005,A0037"
3F9D9CBE2697D020496E4EC58529D77D,"D0007,D0006,C0013,C0023,C0016"
3FB93EFE4AA06CECC2D9F3D84DED5CC4,"C0011,C0044,C0033,D0014,T0001"
3FBD7CFF42C2935BAFFA8C06735F3212,"C0043,C0008,A0009,A0019,A0032"
3FCE05ECC239342BA75FBCEA849271F8,"D0003,D0004,D0006,D0005,D0011"
3FD58F197459971F89815FF05EDA19F6,"D0001,D0011,C0007,D0008,C0028"
3FE269F79DC3E0E451CA34582BE4FF17,"D0008,C0030,C0040,C0043,C0025"
3FE37808C02B65DA232A9F27061911BD,"D0011,C0011,C0012,C0040,C0027"
3FE65046D9812AD143EE0D23834DC03E,"D0006,D0002,D0014,C0011,C0012"
3FF07ECF84EC040E64E01F78B37146EE,"C0018,C0013,C0026,C0042,C0022"
4001DA9C8808D1814920DF4611076944,"D0004,D0011,C0011,C0029,C0018"
401C2208181B81696A8E2EBF133BC864,"D0003,D0011,C0011,C0012,C0037"
402635C00E28C9A6A08AA43D2EEF2874,"D0006,C0028,C0045,C0043,C0037"
4029B6294974013A467CC55003B1994D,"D0008,C0035,C0041,C0015,A0007"
404252855ABDAD779A123FF58FAA3ADD,"C0011,C0012,C0019,C0037,C0045"
4048951B9BE6AAAC59EF02BB3B91CC1E,"D0003,D0006,D0011,D0002,D0010"
405990CE6DB45B6A690A7BC6E4C2CF76,"C0035,C0024,D0009,C0002,A0037"
4059CACC8DACFADFD163AE4FC3915831,"C0037,C0027,C0016,C0029,T0001"
4066AF58F5059999AE607B6FFDEC8A41,"D0006,D0008,D0002,C0024,C0035"
40723502A2040268BE8E420EEDA65C07,"C0030,C0033,C0031,C0017,C0042"
407B91457CA3E5C499D30399FF2D6008,"D0003,D0012,D0014,D0008,D0005"
408DF4B9B7A8FE7810BA223D1B3B53A3,"C0008,C0027,C0015,C0037,C0033"
4090BC3B6117307CE0C3A8C7B5DD9390,"D0001,C0015,C0042,C0022,D0008"
40A36BAE827E5E6581F81B7B9B680B91,"D0004,C0035,C0022,C0038,C0013"
40AFE313F7946613D01334D024BE1D6F,"C0040,C0037,C0044,C0033,C0032"
40D64AC99E3E1C9637582409C9982E86,"C0011,C0045,C0014,C0031,C0042"
40D9C23B5CDAEEDA33562D58F7FE6B5E,"C0026,C0017,C0027,C0029,C0039"
40DE8E3021724B6143DAD9CE1B65C30B,"C0012,C0039,C0041,C0038,T0001"
40E7A9BEC362A0C183A032A77421D7FF,"D0011,D0006,D0009,C0012,D0002"
40F6D68401D989D9071874655794F5D0,"C0045,C0034,C0030,C0028,D0006"
410FAD8C3C5FC7DDAB838EC124424FCC,"D0001,C0008,C0032,C0044,C0029"
4113418A1730E31ED71904A428A65940,"D0003,D0001,D0004,D0006,C0036"
411B87A8AE6D835B8BB5C083BB5085DC,"C0025,C0015,C0024,C0030,C0014"
412916436A84C32F5A11136BC36360CD,"D0006,C0012,C0028,C0013,C0036"
41293B69DD089747E17A4BDDE5624004,"C0023,C0037,C0041,C0025,D0014"
4133CC16B45DA068DD955226CCB41C24,"D0001,D0011,C0024,C0015,C0018"
41461209A58BE3F381CC0CAEDCC1DE9D,"D0001,D0004,D0007,D0005,D0014"
414B6E9EB741CD8A5576D30FBCE64ED4,"C0016,C0032,C0015,C0022,C0001"
4188320BD5A26A1EDD4BFAEFA975540B,"C0015,C0030,C0036,C0040,C0035"
418A299BEC8D0DDB6D62C01E304DCE2D,"D0011,D0009,C0042,C0032,C0021"
41A5E0776974AF001C5B4015A81F1952,"D0007,C0011,C0033,C0028,C0003"
4208087CE583013E88584B57FE235F72,"D0008,D0002,D0012,C0019,C0015"
420848C1A3E55E19224FA379BC663A21,"D0004,C0043,C0018,C0025,D0014"
42156E14E4B7262FCBC3D8A4241AA8CE,"D0002,D0012,C0039,C0013,C0027"
4222D2405FFA58A6F90FE32DBDB12565,"C0017,C0015,C0044,C0029,C0028"
422CC6F3671CCCAB9E97F44F8F6DA5BD,"C0011,D0008,D0009,C0024,C0043"
422F1367374FEBDEAE847D9096CEBF80,"D0005,D0009,D0008,C0023,C0041"
425C35625299DB2319EC9CCF3259049F,"D0003,D0004,D0006,D0002,D0011"
4267E8CBF09BE8C3389A3FBB7797BCB7,"D0004,C0015,C0019,A0035,A0039"
427340890CE638418D8C39CA067AE38E,"D0008,C0027,C0026,C0029,C0001"
427757EAB0706D68AE9F245696710FDB,"D0001,D0010,C0024,C0038,D0013"
4288209542745D480B65E4B2E481CA7A,"D0003,C0045,C0021,C0039,C0025"
428C8C1C7283E3AAE3C9E0D8B1674098,"D0006,C0020,C0033,C0021,D0013"
428E3DBD5AD6F107EBC1F71B6629FDF9,"C0027,C0013,C0035,A0008,A0013"
42CDA231EED23949663484587C6554BB,"D0007,C0008,C0038,C0016,C0019"
42D3C0614F1CE7E6C07C98AC6011B2CE,"D0006,D0002,C0028,C0041,C0035"
42D9522591E0ADC8F772B97691E5048C,"D0005,D0007,C0012,D0008,C0019"
42DAE2A0222877C28C4DCA3DC99136AD,"C0001,C0009,A0037,A0008,A0032"
42ED0253EDE9EB1DF72E2083C32EB663,"D0007,C0020,C0043,C0028,C0010"
42F313A6905B32927DE36A110A2E621D,"D0001,D0003,D0004,D0006,D0002"
42FF3766A1A86CFD4B1EC33009345848,"D0003,D0005,C0036,C0021,A0008"
4308E0FFF213EEF5B3A35267083792B2,"D0001,C0016,C0029,C0036,C0013"
43206F85AA3A2B1B7DFCEDECEC5256B0,"D0003,D0004,D0006,D0002,D0007"
4326FAC5D32FE4D45821D38E419C188A,"D0004,C0040,C0019,C0020,C0024"
432BE231CCC164C419E6956D16AAB35B,"D0004,C0024,C0023,T0001,C0010"
432E89DA1EF346189673E6D5CA36A2F9,"D0011,D0007,C0007,D0014,C0019"
433DCE167A0D401E5A1F231F9B07ACA2,"C0033,C0013,C0034,C0032,D0008"
4344D5F33AE714A71D79FC8781477680,"D0001,D0006,D0007,D0014,C0033"
4348F8BB3A5A6BE2A310DA8994C432FC,"D0002,C0024,C0045,C0018,C0016"
435798EC034E71BFDB6F9AEF5E8AF380,"D0011,C0039,C0042,C0044,C0041"
4368A30D426AF4087848B0308C71E4C9,"C0022,C0029,C0015,C0003,D0002"
4377EBB9801C6E0EE7CAFC595C69FEB0,"C0031,C0017,C0033,C0041,C0010"
438A2ABC8A7A6BC709303C56630583AA,"D0002,C0011,D0009,C0023,C0031"
43987C5E3E9D8A431965B34709EA1AA4,"C0038,C0030,C0042,C0028,C0027"
439C4AF1F1EC6D6A6B599E6ED22EEA0D,"C0014,C0034,C0044,C0007,A0036"
43ABC6D009158A9B60FF30456FC90EE5,"D0001,C0038,D0013,C0002,A0040"
43CC2F27C687572EB631680A8073C8BD,"D0004,C0014,C0036,C0042,C0034"
43D63393A1CFE5641E64780D2495C42C,"D0011,C0041,C0013,C0025,C0004"
43F1F5EF0DCE317BD323BFE70FA08F2D,"D0006,C0011,C0022,C0038,D0013"
44109E1682D1622F58078AA335E66288,"D0011,C0012,C0008,C0045,C0037"
441D8D65CB59BE6FAFE7EC384E78AD38,"D0003,D0001,D0004,D0006,D0005"
4436D3A889C004F79BF76F000BB4C393,"D0003,C0027,C0021,C0041,C0025"
443B40736822930F56828B29C7D5357C,"C0012,C0038,C0007,D0012,A0037"
4446FCBD0AF8D1DC725AA1D5CF0A5A17,"D0004,D0007,D0005,D0008,D0009"
44504929D5CE5CF99CFD5DDF75F0F434,"D0004,D0005,D0014,D0012,D0008"
445BD70FAB6FD531544B9AF85E7BBA45,"C0011,C0040,C0022,C0036,C0034"
4465407AFD956C385BB0679A32C386F4,"D0003,D0004,D0007,D0013,D0014"
447893C6181A6751C348DA0F457F65E5,"C0029,C0024,C0017,C0026,C0030"
44797E5D704C488724D2654E753344EB,"C0027,C0034,C0040,C0018,C0020"
4486AC002D0151E858F4A49DEE8AF181,"C0011,C0040,C0026,C0021,C0018"
448BF7E6CB32F78EBF3A0D4C7C1F91C6,"C0013,D0013,D0008,A0007,A0035"
44974BF2390E4FCF042F60690EA8E501,"C0033,C0022,C0020,C0032,C0043"
449D6CD73D391F85D036895E5BE1CE07,"C0037,C0043,C0027,C0019,C0017"
449DA60D806F29A8BD2FB640CBB18E9E,"C0025,C0014,C0030,C0020,C0028"
44CD739FBC8BDD6C373C5CC05D80F718,"C0011,C0016,C0045,C0019,C0031"
44DD86484558E22A42681BA421C8B10F,"C0039,C0024,C0025,C0022,C0044"
44E04C8892A98DB5BBAF64D79F762B62,"D0004,C0039,C0019,C0033,A0008"
44E79223C4E22DB85F334051225A87CA,"D0004,D0006,C0034,C0044,C0026"
44EE427E5D43BD34F72725BCD165A510,"D0006,C0011,C0037,C0017,C0026"
44F9578DC152996165329ECFF8C7D0C9,"D0011,C0021,C0017,C0041,D0006"
4512F2BC26EED8AB532692D4472A8F1C,"D0007,D0002,C0012,D0010,C0015"
452590E9CE9F878B9383E084D5FC6B83,"D0001,D0003,D0006,D0002,D0007"
453D90B6D3654E94059A1335F3A7FAB4,"D0010,C0012,C0024,C0043,A0008"
4551E0A8EF2991B195105C3A6C76A9F7,"D0002,C0041,C0038,C0003,A0035"
4561D33614A8ACE84308CC8776B12D1B,"D0003,D0007,D0008,D0010,D0012"
4584737A670254D19A14E29988AAE0EC,"C0042,C0020,C0027,C0044,A0013"
458A472FCD415FBC416E1704B1FDF7DB,"D0003,C0027,C0030,C0014,C0013"
459C3756840955137F79796B83904ECB,"C0024,C0023,C0005,A0035,A0040"
459FA63DA7363CE388348C70F380CCA4,"D0001,C0026,C0022,C0038,C0034"
45A93F71711197ACC318F2756F7D47FF,"C0017,C0039,C0038,D0008,A0036"
45B507EB275429F2C80BDDE0E0CFEE78,"D0007,C0016,C0040,C0013,C0015"
45D404DAD194EF7C58D9A773168AFFC8,"D0006,C0011,C0027,T0001,C0004"
45D8727B214D79D0DAD855991D26EB15,"D0007,C0028,C0041,C0020,C0042"
45DBEC8969463AF8C1718A5778D98CEF,"C0011,C0043,C0041,C0042,C0007"
45DE5233AF2966C9B1BA7E5D79338811,"D0003,D0009,C0014,A0006,A0035"
45EC8B65CB4664C33F8820B62DD21316,"D0004,D0007,D0005,D0013,D0009"
45FC5D4A18ADEE042DAEBD35A85EAC49,"D0001,D0004,D0011,D0005,C0032"
460CA3CE072C2752BD65631D0F43BBB6,"C0038,C0037,C0030,D0013,A0007"
4623A9B45C305640506BF7AB9910BDD1,"C0035,C0032,C0033,C0040,C0034"
462424516581CD0D721386DBF970E12B,"C0011,C0036,D0006,D0010,C0003"
46312229D2DC01BED9114B18D5E96C77,"C0018,C0024,C0041,C0031,D0012"
464E899BC392F28BA1288661745D47B9,"D0005,C0036,C0017,C0038,C0037"
468534ED459D32EC3D7AFD298D1D8690,"D0013,C0025,C0033,A0007,A0019"
4685B037663962D50D7AFF67B574F0C7,"D0009,C0015,C0027,D0012,D0014"
46C585F1AC2BFE23547123CD5053A69F,"C0022,C0041,C0023,C0001,A0006"
46CA72E7E9C028C55E72FCEDA7F0F446,"C0013,C0041,C0007,A0020,A0021"
46F90B90A91944945C7BC9C127DB4D9D,"D0007,C0031,C0033,C0017,C0042"
4734D0463603E3EE756EC772BB521653,"D0004,D0009,D0010,C0027,D0014"
473A1BFDC3A1983004527457927A5524,"D0006,C0041,C0018,C0045,C0031"
4779B38B6BE9BA9C530A84FB4BB60505,"C0035,C0021,C0024,C0044,C0039"
47A15555051D705B4B9A5A6AE5242147,"C0020,C0021,C0039,C0024,C0028"
47B30761D3CC8D53826F74F5D5D1E320,"D0007,D0010,C0025,C0022,C0045"
47B901A14308A21345EFF23A63178A73,"C0043,C0041,C0031,C0044,D0012"
47CE11E85AF03F5C535E760649C4FC12,"D0004,D0012,C0020,C0040,C0016"
47DF21736388D27E19576062C56AEC61,"D0011,C0037,C0033,C0042,C0022"
47E69C09CFB6BA083F34C88A11FE8819,"C0045,C0043,C0028,C0036,A0006"
480FA4AE9D0859FE26EA189AF705BFDA,"C0012,C0030,C0024,C0026,C0028"
4811BAB2CBF78B64486CD49AFC010C08,"C0016,C0021,C0034,C0003,C0005"
481441B8109B382FA53C996016E6F535,"D0005,C0030,C0026,C0023,D0013"
481725EFCEB2429E3C48B7D0EA21D56C,"D0001,D0008,C0032,C0041,C0013"
485960E569587C1AF6559D3025F0BC59,"D0004,D0005,C0037,C0025,C0020"
4859EAF35141F904476C80A7735C92D0,"C0011,C0044,C0020,C0033,D0008"
485F6CC29683AAA62CEE208FE6949EEB,"D0014,D0013,C0002,C0007,C0009"
486204F717A9E332A45BEE7EDBFB7742,"D0007,C0036,A0036,A0035,A0040"
48648605FD35781E5A355DED45FD50F6,"D0005,D0006,D0002,C0037,C0026"
486DA1A3F3325F3EB77AD34A8F7C0C8B,"D0001,D0003,D0005,D0008,C0011"
48A018F12B93D4ACF8ECC09F7CCA1BC7,"C0012,C0024,C0030,C0034,A0007"
48A6B63687077238BDBCA966CE63B46B,"D0001,D0009,C0013,C0029,A0036"
48DDA7F73B79D88D5246012A19229281,"D0001,D0010,C0026,C0021,C0015"
48E1DAC2D3DFB49CC3A94AEAD31B3CFE,"C0011,C0029,C0031,C0006,A0009"
490503A96A8E0290604EC03BD88DFE3D,"D0007,D0008,C0029,C0028,C0044"
490BA1B7A71DC10C1A9F649DBDEE30C0,"D0009,C0037,C0044,C0029,C0041"
49121A3EE05D4F97223841F418CCC23B,"C0013,C0021,C0017,C0020,C0023"
4916C666093BFD9631386BC60AF6D20E,"C0034,C0019,C0044,D0014,C0002"
4939CFD876B3DEAF4EF771B2B3A73DC5,"D0008,C0027,C0043,C0032,C0031"
4946815AEBB35AF39C46F569DA5EB665,"D0001,C0031,C0039,C0020,C0015"
496032FEF840F4CA443A098B76595174,"D0008,C0018,C0042,D0013,A0035"
496BD902D4BF7B26D30791459E876243,"D0002,C0012,C0018,C0039,C0032"
497DC9340E2B16C575884FE4BE84D5AC,"C0042,C0015,C0024,D0013,T0001"
499BF5F482364CDF51074C205F463658,"C0020,C0035,C0027,C0043,D0012"
499C6049CBE94B2D052DC78946C8DDD1,"D0006,C0027,C0019,C0029,D0013"
499D3405B1738185E65C1877B57D3425,"D0003,C0036,C0001,A0019,A0020"
499F4506AE3C6360D61858D1CFA27AD8,"C0039,C0035,D0013,C0003,A0023"
49A55FC4153814892B3CC9A4917284B3,"D0003,D0002,C0044,C0042,D0008"
49AA15B74598EE1121F7BF69970EE7AC,"D0005,D0011,D0006,C0028,C0029"
49B35605406C38573B878B9E14B57589,"D0004,C0015,C0028,C0017,C0025"
49BF480E0FBE2B323A60B1F6301E7FDD,"D0003,C0011,A0006,A0009,A0039"
49C38DFD919C7B9F32EE92534AB91AB0,"D0003,D0004,D0006,D0002,D0005"
49C8B10182919AB3E06082B478A30F99,"D0011,C0017,C0032,C0029,C0005"
49F45EF6FA49C2DAFC362922391914DF,"D0005,D0006,D0010,C0034,D0014"
49F99FFF9EE94BD79367F52C0B0E3488,"C0021,C0013,C0019,C0040,C0001"
4A14611DAB04BC03247F2F57740DF020,"D0011,D0007,C0039,C0037,C0033"
4A24EA925A6E4A9687D4663B94A2EB11,"D0004,D0005,C0026,C0027,C0037"
4A330862CA87D8B2C2EE713F0143BF1A,"C0024,C0015,C0041,D0012,C0009"
4A35CE3912081B956A9E4FC382A5D084,"D0006,D0011,C0023,C0035,C0034"
4A41228033FBB3A816DB80E438F50FB1,"D0004,C0026,C0045,C0027,D0013"
4A4444C1A4A6FB5F8DEEA2D4EBF42EFA,"C0011,C0022,C0040,C0028,A0019"
4A4E4680A3B54FE65679EE17240C2BDA,"C0024,C0037,C0035,A0039,A0022"
