cust_no,recommended_products
C0002713,"P00370,P00073,D0071,D0040,D0035"
C0002715,"P00357,D0061,D0013,D0012,D0082"
C0002725,"P00089,D0011,D0050,D0049,D0044"
C0002728,"P00325,P00112,P00490,P00156,D0083"
C0002731,"P00304,D0015,D0081,D0079,D0097"
C0002737,"D0080,D0085,D0070,D0097,D0093"
C0002741,"P00089,D0086,D0068,D0018,D0057"
C0002744,"P00149,P00431,P00415,D0093,D0039"
C0002747,"P00293,D0068,D0058,D0012,D0025"
C0002749,"P00190,D0064,D0075,D0070,D0060"
C0002752,"P00149,P00001,D0029,D0046,D0093"
C0002753,"P00257,P00477,P00127,D0091,D0082"
C0002754,"D0042,D0075,D0052,D0061,D0095"
C0002755,"D0036,D0009,D0051,D0031,D0100"
C0002761,"P00240,D0088,D0055,D0028,D0081"
C0002767,"D0033,D0062,D0090,D0001,D0026"
C0002768,"P00309,D0014,D0036,D0023,D0096"
C0002772,"P00274,D0066,D0018,D0067,D0040"
C0002778,"D0014,D0079,D0042,D0049,D0039"
C0002782,"D0013,D0055,D0047,D0046,D0029"
C0002784,"P00387,P00457,P00260,D0019,D0016"
C0002795,"P00370,P00148,P00349,P00217,D0061"
C0002797,"D0078,D0089,D0008,D0068,D0087"
C0002798,"P00041,D0025,D0013,D0096,D0057"
C0002806,"P00273,P00252,P00363,D0057,D0082"
C0002813,"P00116,D0091,D0074,D0049,D0062"
C0002815,"P00135,D0061,D0048,D0081,D0068"
C0002827,"P00338,P00354,D0070,D0004,D0069"
C0002831,"D0014,D0026,D0074,D0056,D0076"
C0002849,"P00117,P00393,D0078,D0043,D0064"
C0002857,"D0026,D0024,D0074,D0071,D0017"
C0002860,"D0010,D0027,D0058,D0091,D0063"
C0002865,"D0004,D0022,D0084,D0013,D0034"
C0002877,"D0019,D0090,D0044,D0002,D0037"
C0002879,"P00004,P00235,P00224,P00073,P00109"
C0002880,"P00170,P00385,D0003,D0004,D0100"
C0002886,"D0056,D0071,D0059,D0065,D0097"
C0002894,"D0044,D0061,D0026,D0099,D0095"
C0002899,"D0039,D0036,D0070,D0038,D0009"
C0002910,"P00337,P00441,D0010,D0094,D0060"
C0002911,"D0094,D0090,D0100,D0003,D0098"
C0002930,"P00453,D0083,D0011,D0081,D0006"
C0002931,"D0082,D0079,D0053,D0089,D0016"
C0002933,"P00254,D0055,D0094,D0038,D0035"
C0002936,"D0073,D0040,D0100,D0095,D0014"
C0002938,"P00082,D0077,D0005,D0057,D0085"
C0002947,"P00243,D0083,D0034,D0062,D0023"
C0002949,"P00217,P00457,P00322,P00329,P00078"
C0002951,"D0075,D0010,D0069,D0074,D0087"
C0002954,"D0098,D0049,D0037,D0021,D0075"
C0002955,"D0042,D0033,D0078,D0087,D0010"
C0002959,"P00323,D0071,D0008,D0063,D0069"
C0002960,"P00326,P00005,D0017,D0040,D0060"
C0002969,"D0037,D0010,D0077,D0072,D0095"
C0002974,"D0100,D0054,D0015,D0065,D0031"
C0002975,"D0072,D0031,D0094,D0073,D0012"
C0002982,"D0035,D0019,D0058,D0004,D0089"
C0002989,"D0042,D0023,D0044,D0075,D0099"
C0002993,"D0055,D0100,D0024,D0088,D0078"
C0002996,"P00154,P00295,D0013,D0056,D0015"
C0002999,"P00389,D0045,D0085,D0013,D0077"
C0003001,"D0037,D0087,D0057,D0018,D0088"
C0003003,"D0081,D0026,D0072,D0074,D0087"
C0003012,"D0088,D0060,D0010,D0003,D0007"
C0003015,"D0034,D0029,D0073,D0032,D0003"
C0003016,"D0039,D0083,D0022,D0027,D0031"
C0003019,"P00423,D0092,D0035,D0014,D0073"
C0003024,"P00219,D0066,D0051,D0012,D0072"
C0003025,"P00302,D0091,D0066,D0070,D0025"
C0003036,"P00016,P00095,D0065,D0049,D0050"
C0003044,"D0088,D0039,D0029,D0097,D0035"
C0003048,"P00435,D0020,D0085,D0096,D0058"
C0003049,"D0024,D0083,D0075,D0085,D0039"
C0003051,"D0011,D0039,D0026,D0071,D0066"
C0003060,"D0064,D0011,D0069,D0018,D0096"
C0003063,"D0093,D0080,D0097,D0020,D0024"
C0003069,"P00401,D0058,D0094,D0019,D0081"
C0003071,"P00022,P00495,D0055,D0005,D0090"
C0003074,"P00417,D0063,D0091,D0033,D0001"
C0003078,"D0057,D0056,D0076,D0039,D0029"
C0003101,"P00118,P00183,D0068,D0075,D0061"
C0003106,"D0035,D0004,D0039,D0026,D0024"
C0003107,"P00429,P00237,D0062,D0068,D0024"
C0003112,"P00325,P00076,P00174,P00369,D0020"
C0003116,"P00414,D0014,D0022,D0053,D0005"
C0003120,"D0011,D0086,D0074,D0040,D0006"
C0003121,"P00211,D0017,D0090,D0042,D0099"
C0003126,"P00109,P00341,D0058,D0066,D0067"
C0003129,"P00296,D0036,D0051,D0018,D0059"
C0003143,"P00334,D0043,D0013,D0078,D0041"
C0003144,"D0080,D0003,D0059,D0004,D0075"
C0003157,"P00245,D0070,D0015,D0089,D0072"
C0003166,"P00357,D0073,D0067,D0097,D0016"
C0003169,"D0059,D0098,D0099,D0083,D0024"
C0003170,"D0094,D0032,D0022,D0008,D0085"
C0003172,"D0006,D0009,D0013,D0078,D0035"
C0003185,"P00048,D0090,D0034,D0023,D0014"
C0003190,"P00435,P00254,D0033,D0025,D0044"
C0003195,"D0060,D0088,D0017,D0016,D0074"
C0003201,"P00421,P00162,D0053,D0088,D0055"
C0003205,"P00149,D0026,D0063,D0007,D0071"
C0003208,"D0012,D0064,D0089,D0058,D0072"
C0003209,"P00138,P00221,D0013,D0050,D0091"
C0003211,"D0017,D0050,D0016,D0082,D0090"
C0003212,"D0057,D0087,D0064,D0070,D0100"
C0003214,"P00062,P00437,D0052,D0062,D0072"
C0003223,"D0049,D0071,D0030,D0038,D0028"
C0003224,"D0068,D0088,D0016,D0075,D0094"
C0003231,"P00173,D0050,D0071,D0013,D0006"
C0003234,"D0004,D0094,D0092,D0056,D0050"
C0003243,"P00060,D0040,D0088,D0007,D0100"
C0003249,"P00333,P00497,P00356,P00097,P00430"
C0003257,"D0060,D0055,D0099,D0085,D0066"
C0003264,"D0074,D0025,D0057,D0024,D0006"
C0003266,"D0063,D0010,D0085,D0004,D0015"
C0003269,"D0079,D0045,D0026,D0088,D0006"
C0003270,"P00301,P00240,D0038,D0058,D0041"
C0003275,"D0073,D0061,D0008,D0056,D0079"
C0003278,"D0024,D0083,D0038,D0081,D0056"
C0003283,"D0073,D0023,D0008,D0014,D0050"
C0003288,"D0037,D0067,D0003,D0056,D0008"
C0003296,"D0089,D0077,D0039,D0066,D0086"
C0003299,"P00326,D0051,D0048,D0013,D0024"
C0003303,"D0096,D0066,D0056,D0100,D0099"
C0003311,"D0022,D0097,D0080,D0055,D0001"
C0003315,"D0003,D0096,D0084,D0074,D0031"
C0003316,"D0080,D0026,D0053,D0060,D0005"
C0003324,"D0030,D0043,D0028,D0066,D0048"
C0003335,"P00076,D0031,D0039,D0089,D0046"
C0003336,"P00214,P00189,P00352,D0036,D0075"
C0003342,"P00175,P00133,D0097,D0049,D0064"
C0003351,"D0001,D0051,D0087,D0025,D0091"
C0003353,"P00425,D0097,D0023,D0033,D0037"
C0003354,"P00273,D0088,D0036,D0064,D0044"
C0003367,"D0053,D0011,D0091,D0082,D0089"
C0003376,"D0035,D0007,D0018,D0066,D0040"
C0003377,"P00081,D0095,D0092,D0040,D0089"
C0003380,"P00046,P00055,D0014,D0051,D0085"
C0003394,"P00197,D0087,D0024,D0056,D0098"
C0003395,"P00437,P00356,P00281,P00181,P00317"
C0003406,"P00406,P00301,P00196,P00043,D0053"
C0003411,"P00265,D0030,D0097,D0040,D0025"
C0003416,"D0096,D0002,D0027,D0052,D0092"
C0003422,"D0092,D0022,D0045,D0097,D0074"
C0003426,"D0006,D0048,D0082,D0001,D0034"
C0003430,"P00324,D0080,D0040,D0071,D0062"
C0003434,"D0065,D0008,D0067,D0074,D0040"
C0003435,"P00034,D0023,D0002,D0018,D0089"
C0003450,"D0082,D0081,D0072,D0061,D0074"
C0003459,"D0049,D0093,D0078,D0030,D0070"
C0003462,"P00348,P00351,P00107,P00169,D0079"
C0003464,"P00056,P00009,P00100,D0001,D0072"
C0003469,"D0082,D0062,D0039,D0011,D0074"
C0003471,"P00499,D0037,D0018,D0036,D0024"
C0003473,"P00432,D0090,D0073,D0011,D0006"
C0003475,"D0088,D0094,D0054,D0093,D0001"
C0003478,"P00471,P00195,P00253,D0073,D0017"
C0003480,"P00329,P00108,D0095,D0021,D0073"
C0003482,"P00471,D0019,D0059,D0009,D0069"
C0003483,"P00435,P00232,D0085,D0010,D0047"
C0003486,"D0025,D0041,D0021,D0050,D0099"
C0003487,"P00494,D0053,D0094,D0065,D0047"
C0003489,"D0031,D0028,D0010,D0071,D0002"
C0003490,"P00154,D0047,D0050,D0036,D0011"
C0003499,"D0072,D0028,D0034,D0076,D0080"
C0003503,"D0015,D0084,D0013,D0012,D0063"
C0003504,"P00228,P00312,D0069,D0095,D0050"
C0003508,"P00454,D0089,D0069,D0023,D0007"
C0003509,"P00299,D0065,D0056,D0020,D0085"
C0003510,"P00315,P00293,D0039,D0093,D0041"
C0003512,"P00065,P00419,D0081,D0094,D0034"
C0003520,"D0078,D0067,D0042,D0035,D0054"
C0003523,"P00402,P00173,P00139,P00317,D0015"
C0003526,"D0031,D0063,D0011,D0070,D0038"
C0003529,"P00156,D0078,D0004,D0066,D0089"
C0003530,"P00462,D0086,D0076,D0082,D0084"
C0003533,"P00217,P00395,D0057,D0097,D0009"
C0003538,"D0036,D0005,D0017,D0018,D0043"
C0003546,"D0054,D0074,D0082,D0028,D0075"
C0003560,"D0082,D0001,D0056,D0044,D0077"
C0003563,"P00416,D0081,D0031,D0067,D0084"
C0003571,"D0100,D0091,D0051,D0020,D0073"
C0003572,"D0018,D0032,D0094,D0063,D0069"
C0003573,"D0067,D0017,D0054,D0034,D0096"
C0003579,"P00050,P00384,D0009,D0078,D0013"
C0003580,"D0046,D0096,D0006,D0036,D0025"
C0003586,"P00343,D0039,D0075,D0012,D0083"
C0003589,"P00176,D0090,D0079,D0095,D0065"
C0003590,"D0051,D0057,D0015,D0053,D0085"
C0003596,"D0081,D0044,D0059,D0016,D0029"
C0003609,"D0080,D0024,D0079,D0007,D0050"
C0003610,"P00304,D0036,D0035,D0007,D0017"
C0003616,"D0056,D0057,D0083,D0090,D0074"
C0003617,"P00431,D0073,D0031,D0078,D0036"
C0003618,"P00228,D0062,D0037,D0057,D0008"
C0003624,"P00135,P00275,P00118,P00067,D0096"
C0003634,"P00036,P00242,D0011,D0026,D0076"
C0003636,"D0087,D0046,D0044,D0066,D0002"
C0003644,"P00099,P00262,D0064,D0048,D0063"
C0003650,"D0063,D0001,D0094,D0032,D0016"
C0003653,"P00376,D0097,D0050,D0069,D0086"
C0003657,"P00335,P00182,D0077,D0050,D0034"
C0003669,"P00027,D0035,D0098,D0060,D0015"
C0003670,"P00370,P00131,D0053,D0096,D0003"
C0003683,"D0046,D0015,D0063,D0014,D0034"
C0003687,"P00190,P00425,D0087,D0026,D0091"
C0003699,"P00223,P00129,D0019,D0081,D0036"
C0003700,"P00420,D0004,D0069,D0037,D0094"
C0003703,"P00217,P00130,D0009,D0062,D0099"
C0003704,"D0090,D0031,D0016,D0057,D0019"
C0003705,"P00413,D0045,D0092,D0020,D0072"
C0003708,"D0048,D0003,D0083,D0018,D0030"
C0003711,"P00455,P00201,D0099,D0077,D0040"
C0003722,"D0093,D0081,D0075,D0096,D0088"
C0003726,"P00416,D0025,D0073,D0033,D0096"
C0003734,"D0098,D0049,D0042,D0096,D0037"
C0003740,"D0021,D0049,D0029,D0042,D0033"
C0003753,"P00205,D0009,D0081,D0084,D0045"
C0003754,"P00139,P00068,D0089,D0004,D0074"
C0003756,"P00097,P00115,D0091,D0066,D0056"
C0003770,"P00190,D0080,D0095,D0045,D0075"
C0003777,"P00040,P00147,P00084,P00287,D0099"
C0003779,"P00333,P00132,D0026,D0099,D0058"
C0003785,"P00465,P00269,D0089,D0099,D0035"
C0003795,"P00471,P00236,D0051,D0066,D0080"
C0003796,"P00216,D0028,D0001,D0085,D0037"
C0003799,"D0094,D0074,D0021,D0099,D0035"
C0003801,"D0022,D0011,D0004,D0028,D0040"
C0003821,"D0072,D0084,D0061,D0099,D0097"
C0003822,"D0049,D0036,D0039,D0044,D0042"
C0003827,"P00130,P00440,D0047,D0043,D0091"
C0003837,"P00284,P00468,D0051,D0067,D0010"
C0003844,"D0034,D0064,D0029,D0050,D0057"
C0003845,"P00104,D0020,D0004,D0046,D0055"
C0003847,"D0035,D0023,D0040,D0062,D0048"
C0003849,"P00011,P00115,D0041,D0093,D0006"
C0003858,"D0003,D0078,D0001,D0053,D0076"
C0003861,"D0028,D0017,D0065,D0024,D0050"
C0003887,"P00140,P00005,D0098,D0097,D0019"
C0003888,"D0048,D0044,D0003,D0079,D0077"
C0003895,"D0099,D0023,D0022,D0071,D0008"
C0003902,"D0014,D0040,D0027,D0041,D0064"
C0003911,"P00395,D0057,D0033,D0013,D0078"
C0003913,"D0087,D0093,D0027,D0003,D0065"
C0003920,"D0096,D0002,D0007,D0027,D0072"
C0003922,"P00347,P00196,D0069,D0097,D0050"
C0003923,"D0094,D0045,D0073,D0069,D0026"
C0003927,"D0089,D0093,D0088,D0099,D0070"
C0003932,"P00340,D0032,D0027,D0015,D0005"
C0003935,"P00326,P00302,D0089,D0002,D0093"
C0003942,"D0015,D0053,D0049,D0005,D0087"
C0003948,"D0070,D0004,D0045,D0003,D0052"
C0003949,"D0041,D0083,D0089,D0001,D0023"
C0003959,"P00156,D0040,D0012,D0074,D0029"
C0003965,"P00312,D0092,D0051,D0048,D0100"
C0003966,"D0019,D0016,D0049,D0075,D0089"
C0003972,"P00011,P00215,D0096,D0086,D0017"
C0003975,"P00385,P00211,D0097,D0022,D0055"
C0003976,"P00404,D0077,D0035,D0036,D0098"
C0003979,"D0024,D0096,D0066,D0007,D0099"
C0003980,"P00336,P00439,D0072,D0059,D0063"
C0003985,"P00457,D0031,D0097,D0064,D0060"
C0003994,"P00297,D0092,D0019,D0079,D0091"
C0004000,"P00088,D0043,D0088,D0021,D0047"
C0004008,"P00114,P00014,P00410,D0041,D0043"
C0004011,"D0047,D0013,D0002,D0094,D0056"
C0004014,"P00335,P00402,P00485,P00066,D0058"
C0004022,"D0058,D0051,D0020,D0055,D0057"
C0004025,"D0006,D0073,D0051,D0053,D0063"
C0004029,"D0096,D0086,D0058,D0002,D0067"
C0004032,"P00065,P00391,D0037,D0010,D0047"
C0004033,"P00028,P00386,P00302,D0047,D0091"
C0004035,"D0012,D0072,D0093,D0030,D0016"
C0004038,"D0047,D0004,D0034,D0012,D0100"
C0004044,"P00444,D0024,D0069,D0022,D0044"
C0004046,"D0097,D0035,D0071,D0013,D0010"
C0004047,"D0085,D0034,D0008,D0003,D0001"
C0004050,"D0087,D0067,D0057,D0052,D0022"
C0004059,"D0007,D0009,D0010,D0087,D0049"
C0004069,"D0021,D0083,D0052,D0091,D0050"
C0004070,"D0006,D0089,D0019,D0014,D0020"
C0004073,"P00303,D0034,D0067,D0071,D0030"
C0004074,"P00406,P00030,P00220,D0041,D0062"
C0004075,"P00370,P00495,D0013,D0051,D0004"
C0004085,"D0072,D0062,D0097,D0095,D0064"
C0004098,"P00038,P00422,D0057,D0023,D0047"
C0004102,"D0026,D0044,D0038,D0081,D0089"
C0004105,"D0089,D0088,D0062,D0082,D0007"
C0004111,"P00393,D0073,D0065,D0013,D0026"
C0004116,"P00253,D0066,D0001,D0065,D0053"
C0004120,"D0078,D0059,D0100,D0001,D0072"
C0004129,"P00419,D0017,D0093,D0005,D0096"
C0004141,"D0054,D0043,D0074,D0082,D0053"
C0004149,"P00424,P00117,D0059,D0048,D0097"
C0004150,"D0009,D0012,D0098,D0039,D0034"
C0004154,"P00043,P00146,P00199,P00411,D0033"
C0004157,"D0038,D0007,D0097,D0061,D0036"
C0004161,"P00020,P00368,P00336,D0083,D0052"
C0004166,"P00289,P00188,D0041,D0060,D0092"
C0004167,"P00453,D0092,D0054,D0078,D0072"
C0004169,"P00020,P00193,D0033,D0010,D0079"
C0004171,"P00042,D0030,D0096,D0088,D0072"
C0004179,"P00367,D0078,D0065,D0033,D0062"
C0004187,"P00111,P00222,P00128,D0069,D0053"
C0004190,"D0013,D0041,D0050,D0084,D0079"
C0004194,"D0016,D0028,D0058,D0056,D0013"
C0004195,"P00249,D0071,D0078,D0070,D0027"
C0004198,"P00104,D0089,D0070,D0007,D0010"
C0004200,"D0087,D0094,D0072,D0014,D0008"
C0004202,"P00281,P00266,D0021,D0087,D0058"
C0004203,"D0003,D0086,D0061,D0049,D0096"
C0004206,"D0049,D0072,D0020,D0089,D0050"
C0004220,"P00288,D0052,D0079,D0036,D0038"
C0004227,"D0039,D0021,D0008,D0032,D0023"
C0004230,"P00041,P00168,D0079,D0021,D0055"
C0004231,"D0031,D0078,D0093,D0076,D0023"
C0004246,"P00453,D0022,D0031,D0018,D0072"
C0004253,"D0067,D0068,D0099,D0026,D0020"
C0004255,"P00435,P00016,D0071,D0091,D0033"
C0004259,"D0030,D0095,D0036,D0048,D0065"
C0004266,"D0015,D0032,D0082,D0011,D0018"
C0004270,"P00467,P00086,D0026,D0063,D0006"
C0004280,"D0095,D0007,D0013,D0091,D0090"
C0004286,"P00029,P00411,P00258,D0072,D0065"
C0004287,"D0031,D0068,D0062,D0082,D0099"
C0004292,"D0093,D0005,D0072,D0026,D0008"
C0004294,"D0097,D0069,D0091,D0041,D0020"
C0004297,"D0083,D0046,D0017,D0096,D0084"
C0004308,"D0001,D0038,D0006,D0011,D0099"
C0004310,"P00311,P00215,P00143,D0042,D0085"
C0004319,"D0080,D0096,D0046,D0093,D0031"
C0004326,"P00418,P00396,D0031,D0003,D0045"
C0004329,"D0076,D0024,D0078,D0072,D0043"
C0004334,"P00434,P00359,P00220,D0009,D0018"
C0004337,"D0056,D0025,D0087,D0066,D0063"
C0004338,"P00354,P00019,D0100,D0004,D0045"
C0004339,"D0049,D0088,D0031,D0056,D0007"
C0004340,"P00020,D0051,D0068,D0023,D0025"
C0004345,"D0051,D0048,D0063,D0089,D0018"
C0004348,"D0084,D0090,D0079,D0050,D0007"
C0004352,"D0089,D0035,D0034,D0024,D0018"
C0004353,"D0074,D0015,D0061,D0012,D0030"
C0004372,"P00036,D0073,D0069,D0093,D0062"
C0004374,"P00221,D0020,D0086,D0065,D0041"
C0004376,"D0079,D0045,D0043,D0021,D0001"
C0004388,"P00027,P00113,D0061,D0079,D0051"
C0004389,"D0037,D0030,D0041,D0004,D0008"
C0004392,"D0082,D0071,D0025,D0038,D0003"
C0004394,"D0049,D0051,D0025,D0088,D0035"
C0004401,"P00022,P00240,P00112,D0037,D0043"
C0004402,"P00277,P00431,D0092,D0022,D0076"
C0004411,"P00423,P00244,P00093,D0098,D0026"
C0004412,"D0078,D0005,D0073,D0080,D0001"
C0004418,"P00477,D0014,D0082,D0045,D0047"
C0004421,"P00404,P00250,P00400,D0059,D0026"
C0004439,"D0017,D0039,D0059,D0090,D0091"
C0004442,"D0084,D0074,D0028,D0006,D0091"
C0004443,"D0095,D0068,D0091,D0040,D0071"
C0004446,"P00353,D0067,D0031,D0048,D0081"
C0004448,"D0078,D0095,D0097,D0033,D0073"
C0004449,"P00329,P00018,D0041,D0082,D0009"
C0004450,"D0047,D0070,D0066,D0003,D0082"
C0004451,"P00223,D0004,D0093,D0060,D0038"
C0004462,"D0052,D0062,D0047,D0065,D0001"
C0004463,"D0023,D0008,D0017,D0020,D0086"
C0004464,"D0068,D0054,D0090,D0083,D0039"
C0004473,"P00235,P00241,P00415,P00351,D0080"
C0004476,"D0055,D0066,D0059,D0028,D0085"
C0004485,"D0096,D0057,D0085,D0011,D0002"
C0004489,"P00249,P00010,D0048,D0047,D0100"
C0004490,"P00159,D0033,D0075,D0036,D0076"
C0004505,"P00162,D0044,D0089,D0056,D0027"
C0004506,"P00278,D0067,D0047,D0048,D0094"
C0004510,"P00395,D0039,D0065,D0056,D0011"
C0004511,"D0078,D0021,D0061,D0001,D0020"
C0004519,"D0098,D0012,D0061,D0047,D0038"
C0004520,"P00164,P00411,D0088,D0077,D0051"
C0004521,"P00241,D0052,D0084,D0025,D0010"
C0004526,"P00412,D0087,D0035,D0080,D0071"
C0004528,"D0099,D0066,D0082,D0032,D0001"
C0004529,"D0012,D0008,D0043,D0076,D0045"
C0004541,"D0043,D0049,D0015,D0056,D0026"
C0004547,"D0042,D0040,D0021,D0068,D0058"
C0004548,"D0080,D0012,D0005,D0073,D0034"
C0004557,"D0018,D0080,D0055,D0040,D0053"
C0004565,"P00108,P00105,D0043,D0100,D0095"
C0004573,"P00196,D0079,D0021,D0053,D0059"
C0004575,"D0096,D0077,D0033,D0003,D0012"
C0004578,"D0099,D0048,D0082,D0094,D0026"
C0004581,"P00039,P00223,D0008,D0053,D0018"
C0004591,"D0095,D0063,D0094,D0077,D0068"
C0004597,"P00383,P00081,D0053,D0079,D0066"
C0004601,"P00114,D0022,D0005,D0061,D0044"
C0004606,"P00453,D0010,D0098,D0034,D0072"
C0004610,"D0083,D0039,D0053,D0047,D0016"
C0004611,"D0094,D0072,D0023,D0047,D0016"
C0004615,"P00423,D0076,D0069,D0021,D0037"
C0004619,"D0092,D0063,D0008,D0055,D0004"
C0004623,"P00141,D0061,D0073,D0090,D0066"
C0004630,"D0058,D0006,D0048,D0063,D0036"
C0004631,"P00265,D0011,D0020,D0046,D0050"
C0004635,"P00196,P00080,D0037,D0071,D0072"
C0004640,"P00125,D0028,D0097,D0058,D0057"
C0004654,"D0020,D0029,D0067,D0075,D0081"
C0004668,"P00185,D0075,D0092,D0060,D0069"
C0004672,"D0084,D0053,D0071,D0062,D0074"
C0004673,"D0045,D0030,D0032,D0093,D0076"
C0004681,"D0076,D0004,D0001,D0100,D0090"
C0004689,"P00405,D0007,D0072,D0035,D0015"
C0004692,"P00384,P00301,D0030,D0014,D0034"
C0004694,"P00469,D0009,D0068,D0063,D0035"
C0004700,"D0025,D0072,D0086,D0068,D0001"
C0004703,"P00223,P00460,D0055,D0096,D0072"
C0004707,"D0054,D0066,D0089,D0079,D0012"
C0004721,"P00180,D0083,D0056,D0061,D0082"
C0004725,"P00401,P00051,D0048,D0098,D0002"
C0004731,"D0021,D0003,D0029,D0030,D0100"
C0004739,"P00466,P00427,D0062,D0088,D0065"
C0004740,"P00191,D0023,D0080,D0081,D0014"
C0004741,"D0052,D0012,D0014,D0077,D0017"
C0004743,"P00017,P00059,D0090,D0031,D0001"
C0004744,"D0014,D0032,D0056,D0023,D0047"
C0004746,"P00031,D0077,D0039,D0025,D0078"
C0004752,"P00336,P00499,D0053,D0026,D0072"
C0004756,"P00471,D0010,D0027,D0084,D0076"
C0004768,"D0075,D0006,D0059,D0054,D0009"
C0004769,"D0068,D0058,D0053,D0047,D0051"
C0004771,"P00289,P00054,D0007,D0035,D0037"
C0004772,"P00444,D0002,D0033,D0007,D0029"
C0004773,"P00193,D0030,D0034,D0068,D0061"
C0004780,"D0026,D0017,D0008,D0035,D0076"
C0004784,"D0058,D0046,D0005,D0025,D0048"
C0004795,"P00232,D0031,D0080,D0043,D0038"
C0004808,"P00382,D0042,D0076,D0091,D0029"
C0004817,"D0039,D0068,D0081,D0044,D0014"
C0004820,"P00051,D0077,D0097,D0099,D0030"
C0004822,"D0060,D0052,D0038,D0003,D0080"
C0004823,"D0040,D0078,D0017,D0042,D0053"
C0004825,"D0066,D0057,D0021,D0099,D0024"
C0004829,"P00465,P00373,P00261,D0062,D0054"
C0004833,"P00413,P00355,P00170,D0046,D0026"
C0004837,"P00005,P00094,D0088,D0007,D0059"
C0004848,"D0016,D0025,D0043,D0096,D0007"
C0004849,"P00335,D0005,D0013,D0071,D0017"
C0004853,"D0032,D0072,D0020,D0039,D0050"
C0004872,"D0013,D0040,D0099,D0014,D0072"
C0004875,"D0090,D0086,D0063,D0072,D0085"
C0004878,"P00323,P00309,D0098,D0056,D0039"
C0004881,"P00335,D0004,D0091,D0012,D0010"
C0004882,"D0035,D0095,D0030,D0064,D0083"
C0004885,"P00058,D0080,D0095,D0008,D0041"
C0004886,"D0086,D0096,D0082,D0099,D0040"
C0004903,"D0002,D0024,D0054,D0083,D0086"
C0004904,"D0077,D0073,D0081,D0023,D0056"
C0004910,"D0022,D0086,D0014,D0075,D0060"
C0004915,"D0075,D0078,D0095,D0060,D0098"
C0004919,"D0028,D0042,D0032,D0013,D0088"
C0004922,"P00065,P00482,P00039,P00325,D0092"
C0004931,"D0042,D0030,D0078,D0073,D0069"
C0004936,"D0020,D0100,D0099,D0038,D0073"
C0004937,"P00042,D0055,D0045,D0073,D0095"
C0004942,"P00190,P00391,D0056,D0008,D0005"
C0004950,"D0027,D0005,D0002,D0074,D0050"
C0004955,"P00099,P00100,P00020,P00395,D0078"
C0004967,"P00335,P00158,P00253,P00004,D0083"
C0004973,"P00017,D0020,D0050,D0004,D0070"
C0004974,"D0050,D0087,D0032,D0009,D0020"
C0004975,"P00474,D0054,D0024,D0003,D0072"
C0004978,"P00098,D0065,D0075,D0052,D0006"
C0004979,"P00180,P00434,P00316,D0046,D0065"
C0004981,"P00240,D0087,D0048,D0044,D0047"
C0004982,"P00388,P00302,D0008,D0010,D0096"
C0004984,"P00219,D0080,D0019,D0066,D0033"
C0004985,"P00083,P00408,D0014,D0046,D0052"
C0004986,"D0099,D0078,D0027,D0084,D0018"
C0004990,"P00235,P00220,P00332,D0012,D0081"
C0004992,"D0006,D0067,D0057,D0053,D0022"
C0005000,"D0089,D0053,D0066,D0030,D0072"
C0005006,"P00496,D0049,D0095,D0080,D0030"
C0005019,"D0023,D0055,D0099,D0033,D0093"
C0005020,"P00467,D0070,D0007,D0049,D0029"
C0005021,"P00101,P00255,P00254,P00223,D0082"
C0005023,"P00086,D0088,D0014,D0069,D0004"
C0005024,"D0016,D0071,D0094,D0072,D0028"
C0005027,"P00281,D0059,D0076,D0093,D0071"
C0005032,"D0036,D0100,D0029,D0083,D0063"
C0005035,"D0094,D0021,D0078,D0056,D0019"
C0005036,"D0019,D0080,D0075,D0048,D0096"
C0005047,"D0067,D0004,D0021,D0088,D0018"
C0005060,"D0051,D0003,D0065,D0036,D0022"
C0005072,"P00310,P00296,D0030,D0006,D0043"
C0005082,"D0072,D0008,D0067,D0013,D0053"
C0005084,"P00317,D0048,D0035,D0006,D0012"
C0005091,"D0094,D0055,D0002,D0021,D0093"
C0005100,"P00069,D0098,D0008,D0014,D0077"
C0005101,"P00147,D0097,D0039,D0075,D0041"
C0005103,"P00129,P00035,D0025,D0098,D0056"
C0005107,"P00442,P00275,P00445,D0086,D0023"
C0005108,"D0041,D0039,D0100,D0033,D0013"
C0005113,"D0032,D0070,D0009,D0077,D0086"
C0005117,"P00060,D0051,D0097,D0019,D0022"
C0005118,"D0040,D0034,D0092,D0095,D0056"
C0005129,"P00111,D0015,D0058,D0016,D0097"
C0005130,"D0095,D0049,D0006,D0034,D0038"
C0005136,"P00118,P00275,P00365,D0021,D0027"
C0005144,"D0091,D0012,D0017,D0042,D0064"
C0005145,"D0062,D0028,D0012,D0032,D0082"
C0005149,"D0080,D0057,D0037,D0040,D0018"
C0005150,"D0033,D0076,D0052,D0004,D0063"
C0005161,"P00457,D0095,D0019,D0076,D0036"
C0005169,"D0065,D0075,D0017,D0080,D0013"
C0005171,"D0029,D0056,D0003,D0069,D0066"
C0005183,"P00002,D0072,D0079,D0024,D0039"
C0005184,"P00435,P00297,D0088,D0043,D0021"
C0005187,"P00272,P00225,D0080,D0100,D0069"
C0005195,"D0011,D0038,D0044,D0004,D0054"
C0005196,"P00232,P00214,D0065,D0008,D0041"
C0005199,"P00421,D0056,D0077,D0075,D0091"
